SERIES_CODE,שם סדרה,FREQ,תדירות,UNIT_MEASURE,יחידות מידה,DATA_ITEM,פריט,BALANCE_SHEET_SECTION,סיווג מאזני,DATA_TYPE,סוג נתון,COUNTERPART_SECTOR,מגזר נגדי,DATA_SOURCE,מקור נתונים,TIME_COLLECT,אופן חישוב בתקופת זמן,CONF_STATUS,סיווג סודיות,UNIT_MULT,מכפיל יחידות,TIME_PERIOD,OBS_VALUE,RELEASE_STATUS,שחרור תצפית
ACC_MKM2600065_S_B_ME,"מק""ם",M,חודשי,ILS,"ש""ח",L1000,"מק""ם",L,התחייבויות,STK,יתרה,S1,סך המשק,BOI,בנק ישראל,E,סוף תקופה,F,לא סודי,6,מיליונים,2000-02,26855.33963048,YP,תצפית משוחררת לציבור ופנימית ( Public)
ACC_MKM2600065_S_B_ME,"מק""ם",M,חודשי,ILS,"ש""ח",L1000,"מק""ם",L,התחייבויות,STK,יתרה,S1,סך המשק,BOI,בנק ישראל,E,סוף תקופה,F,לא סודי,6,מיליונים,2000-03,26017.14295027,YP,תצפית משוחררת לציבור ופנימית ( Public)
ACC_MKM2600065_S_B_ME,"מק""ם",M,חודשי,ILS,"ש""ח",L1000,"מק""ם",L,התחייבויות,STK,יתרה,S1,סך המשק,BOI,בנק ישראל,E,סוף תקופה,F,לא סודי,6,מיליונים,2000-04,26908.67873217,YP,תצפית משוחררת לציבור ופנימית ( Public)
ACC_MKM2600065_S_B_ME,"מק""ם",M,חודשי,ILS,"ש""ח",L1000,"מק""ם",L,התחייבויות,STK,יתרה,S1,סך המשק,BOI,בנק ישראל,E,סוף תקופה,F,לא סודי,6,מיליונים,2000-05,24899.78390023,YP,תצפית משוחררת לציבור ופנימית ( Public)
ACC_MKM2600065_S_B_ME,"מק""ם",M,חודשי,ILS,"ש""ח",L1000,"מק""ם",L,התחייבויות,STK,יתרה,S1,סך המשק,BOI,בנק ישראל,E,סוף תקופה,F,לא סודי,6,מיליונים,2000-06,26848.55530696,YP,תצפית משוחררת לציבור ופנימית ( Public)
ACC_MKM2600065_S_B_ME,"מק""ם",M,חודשי,ILS,"ש""ח",L1000,"מק""ם",L,התחייבויות,STK,יתרה,S1,סך המשק,BOI,בנק ישראל,E,סוף תקופה,F,לא סודי,6,מיליונים,2000-07,27446.83457057,YP,תצפית משוחררת לציבור ופנימית ( Public)
ACC_MKM2600065_S_B_ME,"מק""ם",M,חודשי,ILS,"ש""ח",L1000,"מק""ם",L,התחייבויות,STK,יתרה,S1,סך המשק,BOI,בנק ישראל,E,סוף תקופה,F,לא סודי,6,מיליונים,2000-08,27813.31212785,YP,תצפית משוחררת לציבור ופנימית ( Public)
ACC_MKM2600065_S_B_ME,"מק""ם",M,חודשי,ILS,"ש""ח",L1000,"מק""ם",L,התחייבויות,STK,יתרה,S1,סך המשק,BOI,בנק ישראל,E,סוף תקופה,F,לא סודי,6,מיליונים,2000-09,28568.28879277,YP,תצפית משוחררת לציבור ופנימית ( Public)
ACC_MKM2600065_S_B_ME,"מק""ם",M,חודשי,ILS,"ש""ח",L1000,"מק""ם",L,התחייבויות,STK,יתרה,S1,סך המשק,BOI,בנק ישראל,E,סוף תקופה,F,לא סודי,6,מיליונים,2000-10,28746.78371826,YP,תצפית משוחררת לציבור ופנימית ( Public)
ACC_MKM2600065_S_B_ME,"מק""ם",M,חודשי,ILS,"ש""ח",L1000,"מק""ם",L,התחייבויות,STK,יתרה,S1,סך המשק,BOI,בנק ישראל,E,סוף תקופה,F,לא סודי,6,מיליונים,2000-11,29660.51256953,YP,תצפית משוחררת לציבור ופנימית ( Public)
